42665,2014-04-14 00:00:00.0,10561
34828,2014-02-24 00:00:00.0,6462
51053,2014-06-09 00:00:00.0,348
15769,2013-11-02 00:00:00.0,1657
38015,2014-03-15 00:00:00.0,2778
35937,2014-03-03 00:00:00.0,2839
15328,2013-10-31 00:00:00.0,10965
4505,2013-08-21 00:00:00.0,5446
61259,2013-12-08 00:00:00.0,3046
13555,2013-10-17 00:00:00.0,1004
2885,2013-08-10 00:00:00.0,5903
49109,2014-05-26 00:00:00.0,10173
66604,2014-06-24 00:00:00.0,10410
12653,2013-10-11 00:00:00.0,5836
25842,2013-12-31 00:00:00.0,350
58756,2013-09-01 00:00:00.0,6183
48391,2014-05-21 00:00:00.0,8585
31228,2014-02-03 00:00:00.0,8333
12297,2013-10-08 00:00:00.0,7807
48282,2014-05-20 00:00:00.0,10668
58387,2013-08-18 00:00:00.0,8184
31747,2014-02-06 00:00:00.0,5917
9392,2013-09-22 00:00:00.0,6380
21798,2013-12-06 00:00:00.0,79
48961,2014-05-25 00:00:00.0,6862
2886,2013-08-10 00:00:00.0,4427
22144,2013-12-07 00:00:00.0,9269
18870,2013-11-19 00:00:00.0,248
44175,2014-04-25 00:00:00.0,1172
43430,2014-04-20 00:00:00.0,468
67538,2013-08-27 00:00:00.0,918
39205,2014-03-23 00:00:00.0,7247
705,2013-07-29 00:00:00.0,9639
13217,2013-10-14 00:00:00.0,10165
66502,2014-06-21 00:00:00.0,7829
51058,2014-06-09 00:00:00.0,5146
25511,2013-12-30 00:00:00.0,7226
41532,2014-04-07 00:00:00.0,3061
46398,2014-05-09 00:00:00.0,2286
54823,2014-07-07 00:00:00.0,773
57663,2014-07-24 00:00:00.0,1307
14026,2013-10-20 00:00:00.0,10965
31597,2014-02-05 00:00:00.0,10539
54109,2014-07-01 00:00:00.0,11513
45425,2014-05-02 00:00:00.0,5971
43668,2014-04-21 00:00:00.0,8042
66833,2014-07-04 00:00:00.0,969
26311,2014-01-04 00:00:00.0,3257
56178,2014-07-15 00:00:00.0,3
42866,2014-04-16 00:00:00.0,3392
39087,2014-03-23 00:00:00.0,4063
51737,2014-06-14 00:00:00.0,5281
28163,2014-01-15 00:00:00.0,11068
61875,2013-12-31 00:00:00.0,4904
18103,2013-11-14 00:00:00.0,12013
8057,2013-09-13 00:00:00.0,6197
14635,2013-10-25 00:00:00.0,676
34936,2014-02-25 00:00:00.0,2614
60765,2013-11-20 00:00:00.0,2956
60930,2013-11-24 00:00:00.0,2044
49878,2014-06-02 00:00:00.0,1564
16174,2013-11-04 00:00:00.0,7330
39901,2014-03-28 00:00:00.0,7593
62523,2014-01-23 00:00:00.0,636
24988,2013-12-26 00:00:00.0,10344
11889,2013-10-06 00:00:00.0,3030
41310,2014-04-05 00:00:00.0,2416
52123,2014-06-16 00:00:00.0,1213
51003,2014-06-09 00:00:00.0,8345
5145,2013-08-25 00:00:00.0,2258
21141,2013-12-02 00:00:00.0,3942
56727,2014-07-19 00:00:00.0,10750
6031,2013-08-31 00:00:00.0,11575
3072,2013-08-11 00:00:00.0,9230
20128,2013-11-27 00:00:00.0,4253
22391,2013-12-09 00:00:00.0,3082
53017,2014-06-24 00:00:00.0,6794
50359,2014-06-06 00:00:00.0,6279
6687,2013-09-05 00:00:00.0,5460
4095,2013-08-18 00:00:00.0,9639
34251,2014-02-20 00:00:00.0,3006
543,2013-07-28 00:00:00.0,7351
13758,2013-10-18 00:00:00.0,7234
43369,2014-04-20 00:00:00.0,3034
61266,2013-12-08 00:00:00.0,6367
61902,2014-01-01 00:00:00.0,8652
8311,2013-09-14 00:00:00.0,9187
39561,2014-03-26 00:00:00.0,3006
10790,2013-09-29 00:00:00.0,5692
24629,2013-12-24 00:00:00.0,9092
19528,2013-11-23 00:00:00.0,2364
2188,2013-08-06 00:00:00.0,12236
18271,2013-11-14 00:00:00.0,205
56852,2014-07-19 00:00:00.0,755
35315,2014-02-27 00:00:00.0,11025
20109,2013-11-27 00:00:00.0,4603
33459,2014-02-16 00:00:00.0,3224
11965,2013-10-06 00:00:00.0,643
35875,2014-03-03 00:00:00.0,8038
6655,2013-09-05 00:00:00.0,8299
13309,2013-10-15 00:00:00.0,5666
44087,2014-04-24 00:00:00.0,4745
2517,2013-08-07 00:00:00.0,12310
32007,2014-02-08 00:00:00.0,10190
38326,2014-03-18 00:00:00.0,12180
53920,2014-06-30 00:00:00.0,8755
8735,2013-09-18 00:00:00.0,4210
22604,2013-12-11 00:00:00.0,10756
33152,2014-02-15 00:00:00.0,11326
27219,2014-01-10 00:00:00.0,4955
40578,2014-04-01 00:00:00.0,1618
31967,2014-02-07 00:00:00.0,5926
61446,2013-12-14 00:00:00.0,1585
35914,2014-03-03 00:00:00.0,2598
30246,2014-01-29 00:00:00.0,10741
10273,2013-09-26 00:00:00.0,8712
1988,2013-08-04 00:00:00.0,4326
53830,2014-06-29 00:00:00.0,7263
24863,2013-12-26 00:00:00.0,11161
62614,2014-01-26 00:00:00.0,10731
51874,2014-06-15 00:00:00.0,11472
14987,2013-10-28 00:00:00.0,7378
63831,2014-03-14 00:00:00.0,8920
41057,2014-04-03 00:00:00.0,9378
58431,2013-08-21 00:00:00.0,12263
38180,2014-03-16 00:00:00.0,4911
53469,2014-06-27 00:00:00.0,8687
16880,2013-11-07 00:00:00.0,12056
28725,2014-01-18 00:00:00.0,5093
14972,2013-10-27 00:00:00.0,11875
27233,2014-01-10 00:00:00.0,1124
68225,2014-03-10 00:00:00.0,10262
31539,2014-02-05 00:00:00.0,2128
3020,2013-08-11 00:00:00.0,4254
64927,2014-04-24 00:00:00.0,2649
9464,2013-09-22 00:00:00.0,3113
820,2013-07-29 00:00:00.0,768
65465,2014-05-13 00:00:00.0,11057
60576,2013-11-13 00:00:00.0,5048
68302,2014-04-02 00:00:00.0,10166
63938,2014-03-18 00:00:00.0,2663
19408,2013-11-22 00:00:00.0,1045
19139,2013-11-21 00:00:00.0,10149
38411,2014-03-18 00:00:00.0,8205
59096,2013-09-15 00:00:00.0,3593
37232,2014-03-11 00:00:00.0,7993
31785,2014-02-06 00:00:00.0,3753
45109,2014-04-30 00:00:00.0,4194
7860,2013-09-11 00:00:00.0,11971
14153,2013-10-22 00:00:00.0,10263
65071,2014-04-29 00:00:00.0,10517
44361,2014-04-26 00:00:00.0,9352
20685,2013-11-30 00:00:00.0,4135
48057,2014-05-18 00:00:00.0,2147
30027,2014-01-27 00:00:00.0,4105
41984,2014-04-09 00:00:00.0,5585
53272,2014-06-25 00:00:00.0,2565
22348,2013-12-09 00:00:00.0,8080
19496,2013-11-23 00:00:00.0,7521
29129,2014-01-21 00:00:00.0,11413
33357,2014-02-16 00:00:00.0,1771
60130,2013-10-26 00:00:00.0,5844
3504,2013-08-14 00:00:00.0,3529
61236,2013-12-06 00:00:00.0,3188
6115,2013-09-01 00:00:00.0,5999
36056,2014-03-03 00:00:00.0,6388
49124,2014-05-27 00:00:00.0,2087
65193,2014-05-04 00:00:00.0,5782
63939,2014-03-18 00:00:00.0,10959
60690,2013-11-17 00:00:00.0,351
36454,2014-03-05 00:00:00.0,5097
903,2013-07-30 00:00:00.0,2199
21381,2013-12-03 00:00:00.0,7976
53534,2014-06-27 00:00:00.0,2655
63711,2014-03-07 00:00:00.0,3323
55825,2014-07-13 00:00:00.0,5720
67721,2013-10-17 00:00:00.0,6109
66009,2014-06-04 00:00:00.0,11294
18724,2013-11-18 00:00:00.0,4517
35693,2014-03-01 00:00:00.0,7273
9477,2013-09-22 00:00:00.0,483
892,2013-07-30 00:00:00.0,9537
37620,2014-03-13 00:00:00.0,1264
26759,2014-01-07 00:00:00.0,7176
4962,2013-08-24 00:00:00.0,2160
59055,2013-09-14 00:00:00.0,3553
