14994,2013-10-28 00:00:00.0,4783
33573,2014-02-17 00:00:00.0,1899
5009,2013-08-24 00:00:00.0,11090
7150,2013-09-07 00:00:00.0,11452
18945,2013-11-19 00:00:00.0,7268
28022,2014-01-14 00:00:00.0,12241
51907,2014-06-15 00:00:00.0,4929
40915,2014-04-03 00:00:00.0,2677
9602,2013-09-23 00:00:00.0,1791
41178,2014-04-04 00:00:00.0,2040
30617,2014-01-31 00:00:00.0,1976
8744,2013-09-18 00:00:00.0,10468
27039,2014-01-09 00:00:00.0,2134
26673,2014-01-06 00:00:00.0,5272
10991,2013-09-30 00:00:00.0,4150
59651,2013-10-06 00:00:00.0,5991
54758,2014-07-06 00:00:00.0,6302
58185,2013-08-10 00:00:00.0,4582
67074,2014-07-13 00:00:00.0,477
61593,2013-12-19 00:00:00.0,11019
24391,2013-12-23 00:00:00.0,6766
47132,2014-05-12 00:00:00.0,1444
62355,2014-01-19 00:00:00.0,9779
22157,2013-12-07 00:00:00.0,8085
62922,2014-02-07 00:00:00.0,654
55400,2014-07-10 00:00:00.0,5427
24657,2013-12-25 00:00:00.0,1054
39074,2014-03-23 00:00:00.0,5648
14333,2013-10-23 00:00:00.0,4202
56558,2014-07-18 00:00:00.0,10619
7310,2013-09-08 00:00:00.0,3692
11795,2013-10-05 00:00:00.0,2054
30782,2014-02-01 00:00:00.0,10792
40255,2014-03-31 00:00:00.0,940
31791,2014-02-06 00:00:00.0,3460
28135,2014-01-15 00:00:00.0,1681
38847,2014-03-21 00:00:00.0,3226
17681,2013-11-11 00:00:00.0,5644
26872,2014-01-07 00:00:00.0,8214
13829,2013-10-19 00:00:00.0,3241
61815,2013-12-27 00:00:00.0,1206
57772,2013-07-25 00:00:00.0,2428
38986,2014-03-22 00:00:00.0,2897
27397,2014-01-11 00:00:00.0,7917
19205,2013-11-21 00:00:00.0,10707
43899,2014-04-23 00:00:00.0,4587
63838,2014-03-14 00:00:00.0,4040
35728,2014-03-01 00:00:00.0,6142
32511,2014-02-10 00:00:00.0,1777
14454,2013-10-24 00:00:00.0,1577
41321,2014-04-05 00:00:00.0,2351
46930,2014-05-11 00:00:00.0,1520
49373,2014-05-28 00:00:00.0,11478
44765,2014-04-28 00:00:00.0,9069
24987,2013-12-26 00:00:00.0,2261
9891,2013-09-25 00:00:00.0,9729
13931,2013-10-20 00:00:00.0,287
30566,2014-01-30 00:00:00.0,11731
23746,2013-12-20 00:00:00.0,4517
9916,2013-09-25 00:00:00.0,12179
42673,2014-04-14 00:00:00.0,11106
