62810,2014-02-02 00:00:00.0,374
6474,2013-09-03 00:00:00.0,4416
46453,2014-05-09 00:00:00.0,9244
30327,2014-01-29 00:00:00.0,11860
564,2013-07-28 00:00:00.0,2216
35235,2014-02-27 00:00:00.0,11109
33755,2014-02-18 00:00:00.0,8461
48101,2014-05-19 00:00:00.0,9202
59621,2013-10-05 00:00:00.0,10906
62786,2014-02-01 00:00:00.0,4909
21547,2013-12-05 00:00:00.0,3961
49085,2014-05-26 00:00:00.0,7761
13770,2013-10-19 00:00:00.0,4364
46385,2014-05-09 00:00:00.0,7627
28386,2014-01-16 00:00:00.0,10553
15559,2013-11-01 00:00:00.0,6431
12061,2013-10-06 00:00:00.0,1283
62029,2014-01-06 00:00:00.0,8149
10563,2013-09-28 00:00:00.0,6237
30182,2014-01-28 00:00:00.0,4973
1383,2013-08-01 00:00:00.0,1753
38687,2014-03-20 00:00:00.0,6783
54536,2014-07-04 00:00:00.0,1898
68816,2014-03-26 00:00:00.0,8769
4698,2013-08-22 00:00:00.0,2433
11256,2013-10-02 00:00:00.0,35
30700,2014-01-31 00:00:00.0,12350
67608,2013-09-11 00:00:00.0,1459
8437,2013-09-15 00:00:00.0,8183
57433,2014-07-22 00:00:00.0,1417
9079,2013-09-20 00:00:00.0,2642
5153,2013-08-25 00:00:00.0,2673
9370,2013-09-22 00:00:00.0,2009
68059,2014-01-25 00:00:00.0,1102
50311,2014-06-05 00:00:00.0,3165
16292,2013-11-04 00:00:00.0,217
56933,2014-07-20 00:00:00.0,486
37177,2014-03-11 00:00:00.0,392
4754,2013-08-23 00:00:00.0,12287
49968,2014-06-02 00:00:00.0,9522
45259,2014-05-01 00:00:00.0,10550
607,2013-07-28 00:00:00.0,6376
19361,2013-11-22 00:00:00.0,4477
14908,2013-10-27 00:00:00.0,11721
60711,2013-11-18 00:00:00.0,3669
64003,2014-03-20 00:00:00.0,11946
6514,2013-09-04 00:00:00.0,7638
22528,2013-12-10 00:00:00.0,4353
40382,2014-03-31 00:00:00.0,1276
9784,2013-09-24 00:00:00.0,8352
35521,2014-02-28 00:00:00.0,9277
18097,2013-11-14 00:00:00.0,5391
38743,2014-03-21 00:00:00.0,11768
27318,2014-01-10 00:00:00.0,3961
44145,2014-04-25 00:00:00.0,3493
51891,2014-06-15 00:00:00.0,927
21976,2013-12-06 00:00:00.0,8220
11312,2013-10-02 00:00:00.0,6805
53024,2014-06-24 00:00:00.0,7471
26911,2014-01-08 00:00:00.0,4306
27677,2014-01-12 00:00:00.0,8182
41015,2014-04-03 00:00:00.0,12384
17068,2013-11-08 00:00:00.0,7411
57016,2014-07-20 00:00:00.0,10621
30961,2014-02-01 00:00:00.0,4423
59604,2013-10-04 00:00:00.0,10516
7491,2013-09-09 00:00:00.0,6892
16807,2013-11-07 00:00:00.0,7157
29370,2014-01-22 00:00:00.0,6583
34036,2014-02-19 00:00:00.0,6163
45334,2014-05-02 00:00:00.0,6641
28951,2014-01-20 00:00:00.0,9020
19594,2013-11-23 00:00:00.0,2025
57204,2014-07-21 00:00:00.0,10973
57672,2014-07-24 00:00:00.0,10855
18869,2013-11-19 00:00:00.0,11100
63978,2014-03-19 00:00:00.0,410
1190,2013-07-31 00:00:00.0,12360
17997,2013-11-13 00:00:00.0,3658
64079,2014-03-23 00:00:00.0,3032
10106,2013-09-25 00:00:00.0,910
39148,2014-03-23 00:00:00.0,3044
23794,2013-12-20 00:00:00.0,7982
36377,2014-03-05 00:00:00.0,4128
55012,2014-07-08 00:00:00.0,2157
45308,2014-05-02 00:00:00.0,4065
12342,2013-10-08 00:00:00.0,2299
58138,2013-08-09 00:00:00.0,5103
28929,2014-01-20 00:00:00.0,6970
35014,2014-02-25 00:00:00.0,8480
27951,2014-01-14 00:00:00.0,7349
25718,2013-12-31 00:00:00.0,3931
26891,2014-01-07 00:00:00.0,6279
34577,2014-02-23 00:00:00.0,7733
37860,2014-03-15 00:00:00.0,11805
41381,2014-04-05 00:00:00.0,11647
10637,2013-09-28 00:00:00.0,2693
32473,2014-02-10 00:00:00.0,6420
64718,2014-04-16 00:00:00.0,10242
35402,2014-02-28 00:00:00.0,483
4608,2013-08-22 00:00:00.0,3736
51358,2014-06-12 00:00:00.0,7975
8929,2013-09-19 00:00:00.0,7647
29196,2014-01-21 00:00:00.0,2549
49675,2014-05-31 00:00:00.0,1760
63910,2014-03-17 00:00:00.0,9048
25234,2013-12-28 00:00:00.0,10922
61193,2013-12-04 00:00:00.0,10279
52008,2014-06-16 00:00:00.0,10774
68516,2014-06-03 00:00:00.0,5372
41886,2014-04-09 00:00:00.0,12069
24883,2013-12-26 00:00:00.0,10202
48435,2014-05-21 00:00:00.0,2447
59360,2013-09-26 00:00:00.0,4912
59914,2013-10-17 00:00:00.0,8715
55752,2014-07-13 00:00:00.0,2074
7454,2013-09-09 00:00:00.0,1363
9781,2013-09-24 00:00:00.0,437
49158,2014-05-27 00:00:00.0,10158
1313,2013-08-01 00:00:00.0,3471
